,type_of_intervention,data_start,date_end,locality,state,country,citation,entered_by,further_notes_comments,Unnamed: 9
214,TR_China,2/3/2020,,norfolk_county,MA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
331,SOE,3/10/2020,,norfolk_county,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,Elizabeth,Effective immediately and shall remain in effect until notice is given,
333,PC,3/16/2020,4/6/2020,norfolk_county,MA,USA,https://www.mass.gov/doc/march-15-2020-school-closure-order/download,Elizabeth,All public and private elementary and secondary schools shall suspend all normal in-person instruction and other educational operations. Issued 03/15 to start on 03/16,
335,HS,3/17/2020,,norfolk_county,MA,USA,https://www.mass.gov/doc/march-15-2020-hospital-visitor-restrictions-order/download,Elizabeth,Implement procedures published by the DPH to screen all hospitcal visitors and restict visitation as necessary.,
336,HS,3/15/2020,,norfolk_county,MA,USA,https://www.mass.gov/doc/march-15-2020-assisted-living-visitor-restrictions-order/download,Elizabeth,Implement procedures publlished by the Executive Office of Elder Affairs to restrict visitation as necessary,
338,PC,3/15/2020,,norfolk_county,MA,USA,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,Elizabeth,"Strongly recommend that colleges and universities, both public and private, continue to pursue strategies to reduce the need for students to be on campus, including suspending in-person classes and implementing institution-wide programs to shift to remote learning. Institutions should also pursue strategies to reduce the need for faculty and staff to be on campus",
339,GS,3/17/2020,4/5/2020,norfolk_county,MA,USA,https://www.mass.gov/doc/march-15-2020-large-gatherings-25-and-restaurants-order/download,Elizabeth,Gatherings of over 25 people prohibited throughout the Commonwealth. Does not apply to any municipal legislative body or to the General Court or to the judiciary,
340,GS,3/13/2020,,norfolk_county,MA,USA,https://www.wgbh.org/news/local-news/2020/03/13/gov-baker-bans-gatherings-of-more-than-250-people-statewide,Elizabeth,"Statewide ban on all gatherings of over 250 people. Does not apply to airports, train stations, medical facilities, libraries, shopping malls, schools, office environments, factories, etc. This was over-ridden by March 17th order",
342,SD,3/21/2020,,norfolk_county,MA,USA,https://www.mbta.com/covid19,Elizabeth,MBTA customers should board at the rear doors of buses and street-level trolley stops,
346,HS,3/11/2020,,norfolk_county,MA,USA,https://www.mass.gov/news/massachusetts-issues-policies-and-procedures-restricting-visitors-to-nursing-homes-and-rest,,"Nursing home visitor restrictions. Ban visitors who show signs or symptoms of a respiratory infection. Prohibit visitors if in the last 14 days they have been in contact with a confirmed COVID-19 diagnosis, are under investigation or has been sick and/or have traveled internationaly in the last 14 days or reside in a community where COVID 19 is spreading",
347,HS,3/13/2020,,norfolk_county,MA,USA,https://www.dhs.gov/news/2020/03/13/department-homeland-security-outlines-new-process-americans-returning-certain,,"Travelers from European countries, China, Iran subject to health screenings at Logan Airport. Upon arrival, travelers will proceed to standard customs processing. They will then continue to enhanced entry screening where the passenger will be asked about their medical history, current condition, and asked for contact information for local health authorities. Passengers will then be given written guidance about COVID-19 and directed to proceed to their final destination, and immediately home-quarantine in accordance with CDC best practices.",
382,SOE,3/10/2020,,norfolk_county,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,MaxW,Declared by the state of MA,
389,SOE,3/10/2020,,norfolk_county,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,MaxW,Effective for all MA,
412,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston and mainland China - Beijing and Shanghai - have been temporarily suspended,
413,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston and Seoul, South Korea have been temporarily suspended",
414,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Tel Aviv on El Al have been temporarily suspended,
415,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Casablanca on Royal Air Maroc have been temporarily suspended,
416,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Sal, Cape Verde on Cabo Verde have been temporarily suspended",
417,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to London on Virgin Atlantic have been temporarily suspended,
418,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Paris, Amsterdam, London, Dublin on Delta have been temporarily suspended",
419,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Rome on Alitalia have been temporarily suspended,
420,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to London on American Airlines have been temporarily suspended,
421,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Frankfurt, Munich on Lufthansa have been temporarily suspended",
422,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Zurich on Swiss have been temporarily suspended,
423,TR,,,norfolk_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Amsterdam on KLM have been temporarily suspended,
447,CPV,3/17/2020,4/5/2020,norfolk_county,MA,USA,https://www.mass.gov/doc/march-16-2020-large-gathering-at-25-people-order/download,Elizabeth,"Restaurant, bar or establishment that offers food shall not permit on-premises consumption of food or drink",
190,CI,3/8/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/potential-coronavirus-covid-19-exposure-in-rockland-county/,Bhupesh,"First 2 infections declared, case isolation",
191,HE,3/8/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/potential-coronavirus-covid-19-exposure-in-rockland-county/,Bhupesh,Hygene announcement,
192,HQ,3/15/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/potential-coronavirus-covid-19-exposures/,Bhupesh,Social distancing,
193,SOE,3/16/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/county-executive-day-declares-state-of-emergency/,Bhupesh,County emeregency declaration,
194,PC,3/16/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/county-executive-day-declares-state-of-emergency/,Bhupesh,All school/university closures,
195,GS,3/18/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/catered-events-not-allowed/,Bhupesh,Gathering restriction<50,
197,GS,3/20/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/if-you-see-something-report-it/,Bhupesh,"Gathering of ""any"" size forbidded in public",
198,SD,3/20/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/stay-home-to-limit-the-spread-of-covid-19/,Bhupesh,General isolation for everyone,
199,NESC,3/20/2020,,rockland_county,NY,USA,http://rocklandgov.com/departments/county-executive/press-releases/2020-press-releases/stay-home-to-limit-the-spread-of-covid-19/,Bhupesh,All non-essential businesses closed,
214,TR_China,2/3/2020,,rockland_county,NY,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
491,GS_250,3/13/2020,3/31/2020,san_diego_county,CA,USA,https://www.sandiegocounty.gov/content/dam/sdc/hhsa/programs/phs/Epidemiology/OrderoftheHealthOfficer_COVID.pdf,Lily,Public or private large gatherings,
492,GS_50,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,Public and private gatherings prohibited. Non-essential gatherings of any size discouraged,
493,CPV,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,All bars and adult entertainment that service alcohol and no food must close,
494,CPV,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,All restaurants must close on-site dining; food delivery or pick-up must be done using social distancing (six feet apart),
495,PC,3/16/2020,4/6/2020,san_diego_county,CA,USA,https://www.sandiego.gov/coronavirus,Lily,All public school districts closed,
496,PC,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,All schools of all grades to close,
497,SDO,3/13/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,"All people 65 or older, or anyone who has chronic underlying condition should stay home",
499,SD,3/13/2020,3/31/2020,san_diego_county,CA,USA,https://www.sandiegocounty.gov/content/dam/sdc/hhsa/programs/phs/Epidemiology/OrderoftheHealthOfficer_COVID.pdf,Lily,,
502,HE,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,"Wash your hands, avoid touching face, disinfect, cover mouth, good health habits, etc.",
503,HQ,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,All persons arriving in the county from locations as found on the CDC Warning Level 3 Travel advisory subject to 14-day home quarantine,
504,HQ,3/17/2020,3/31/2020,san_diego_county,CA,USA,https://www.countynewscenter.com/county-widens-ban-on-gatherings-covid-19-cases-reach-55/,Lily,Strong recommendation for persons exhibiting mild to moderate symptoms of COVID-19 to self-isolate in home,
505,PTQS,,,san_diego_county,CA,USA,https://www.cdc.gov/quarantine/stations/elpaso_sandiego.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fquarantine%2Fstations%2Fus-mexico-unit.html,Lily,"Includes all ports of entry in San Diego; seaports of San Diego, international ariports, and the US-Mexico land border crossings",
506,SOE,2/14/2020,,san_diego_county,CA,USA,https://www.kpbs.org/news/2020/feb/14/san-diego-declares-emergency-over-coronavirus-abun/,Lily,Local and public health emergency,
507,SOE,3/12/2020,,san_diego_county,CA,USA,https://www.sandiego.gov/mayor/news/releases/city-san-diego-declares-state-emergency-related-covid-19,Lily,City of San Diego,
508,NESC,3/19/2020,,san_diego_county,CA,USA,https://www.sandiegouniontribune.com/business/retail/story/2020-03-19/san-diego-county-forces-gyms-to-close-putting-small-studio-owners-in-jeopardy-of-reopening,Lily,Closure of all gyms and studios,
511,CI,2/10/2020,,san_diego_county,CA,USA,https://www.sandiegouniontribune.com/news/health/story/2020-02-12/second-coronavirus-case-confirmed-in-san-diego,Lily,First positive case woman in her 50s,
214,TR_China,2/3/2020,,san_diego_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
349,HE,1/26/2020,,san_diego_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-001.aspx,Isra,Virus prevention education published in response to early cases in CA,
352,SOE,3/2/2020,,san_diego_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-009.aspx,Isra,CA Governor requests money from the Disaster Response Emergency Operations Account to fight COVID-19,
354,SOE,3/4/2020,,san_diego_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,CA Governor declares state of emergency,
355,PL,3/4/2020,,san_diego_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,Paid leave policies put in place,
356,SDO,3/9/2020,,san_diego_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-016.aspx,Isra,Social distancing for vulnerable/at-risk populations,
358,GS_250,3/13/2020,,san_diego_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-021.aspx,Isra,"Applies to gambling venues, theme parks, theaters",
359,PC,3/13/2020,,san_diego_county,CA,USA,https://www.cde.ca.gov/ls/he/hn/distancelearning.asp,Isra,Guidelines for physical closures of schools,
360,CPV,3/16/2020,,san_diego_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-024.aspx,Isra,Restrict dine-in options for restaurants/bars,
361,SD,3/19/2020,4/7/2020,san_diego_county,CA,USA,https://time.com/5806477/what-is-shelter-in-place/,Isra,"State-wide issue of ""stay at home"" order",
362,NESC,3/19/2020,,san_diego_county,CA,USA,https://www.mercurynews.com/2020/03/20/coronavirus-california-stay-home-order-local-bay-area-covid-19-rules/,Isra,Non-essential services closed,
512,PTQS,,,san_francisco_county,CA,USA,https://www.cdc.gov/quarantine/stations/san-francisco.html,Lily,,
513,SOE,2/25/2020,,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/02.25.20_Public_Health_Update_Novel_Coronavirus.pdf,Lily,Declaration of local health emergency,
514,SD,3/11/2020,,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/OrderProhibitingLargeGatherings-OrderC19-05-03112020.pdf,Lily,Strongly recommends all persons follow social distancing practices,
515,SD,3/16/2020,4/7/2020,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/HealthOrderC19-07-%20Shelter-in-Place.pdf,Lily,Shelter in Place order,
516,CPV,3/16/2020,4/7/2020,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/HealthOrderC19-07-%20Shelter-in-Place.pdf,Lily,Restaurants and bars consistent with state issue,
517,NESC,3/16/2020,4/7/2020,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/HealthOrderC19-07-%20Shelter-in-Place.pdf,Lily,Gyms and recreation facilities,
519,SDO,3/8/2020,4/7/2020,san_francisco_county,CA,USA,https://sf.gov/news/san-francisco-prepares-possible-coronavirus-outbreak,Lily,,
520,CI,3/5/2020,,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/030520-Confirmed-Coronavirus-Case.pdf,Lily,SF announces novel cases,
521,HE,2/25/2020,,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/02.25.20_Public_Health_Update_Novel_Coronavirus.pdf,Lily,,
522,GS_1000,3/11/2020,3/25/2020,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/OrderProhibitingLargeGatherings-OrderC19-05-03112020.pdf,Lily,"Large group events of 1,000 prohibited",
526,NESC,3/18/2020,,san_francisco_county,CA,USA,https://sf.gov/news/changes-when-applying-sf-affordable-housing-due-covid-19,Lily,All in-person visits and events for affordable housing applications cancelled,
527,GS_100,3/13/2020,4/1/2020,san_francisco_county,CA,USA,https://www.sfdph.org/dph/alerts/files/Order-Prohibiting-Large-Gatherings(Order%20C19-05b)-031320.pdf,Lily,Updated order,
531,PC,3/16/2020,4/3/2020,san_francisco_county,CA,USA,https://abc7news.com/6007591/,Lily,All schools and universities closed,
214,TR_China,2/3/2020,,san_francisco_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
349,HE,1/26/2020,,san_francisco_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-001.aspx,Isra,Virus prevention education published in response to early cases in CA,
352,SOE,3/2/2020,,san_francisco_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-009.aspx,Isra,CA Governor requests money from the Disaster Response Emergency Operations Account to fight COVID-19,
354,SOE,3/4/2020,,san_francisco_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,CA Governor declares state of emergency,
355,PL,3/4/2020,,san_francisco_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,Paid leave policies put in place,
356,SDO,3/9/2020,,san_francisco_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-016.aspx,Isra,Social distancing for vulnerable/at-risk populations,
358,GS_250,3/13/2020,,san_francisco_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-021.aspx,Isra,"Applies to gambling venues, theme parks, theaters",
359,PC,3/13/2020,,san_francisco_county,CA,USA,https://www.cde.ca.gov/ls/he/hn/distancelearning.asp,Isra,Guidelines for physical closures of schools,
360,CPV,3/16/2020,,san_francisco_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-024.aspx,Isra,Restrict dine-in options for restaurants/bars,
361,SD,3/19/2020,4/7/2020,san_francisco_county,CA,USA,https://time.com/5806477/what-is-shelter-in-place/,Isra,"State-wide issue of ""stay at home"" order",
362,NESC,3/19/2020,,san_francisco_county,CA,USA,https://www.mercurynews.com/2020/03/20/coronavirus-california-stay-home-order-local-bay-area-covid-19-rules/,Isra,Non-essential services closed,
64,NESC,3/16/2020,,san_mateo_county,CA,USA,https://www.cityofsanmateo.org/4241/Health-Order---Shelter-in-Place,Taylor,,
65,PC,3/16/2020,4/3/2020,san_mateo_county,CA,USA,https://www.cityofsanmateo.org/4241/Health-Order---Shelter-in-Place,Taylor,,
66,SOE,3/10/2020,4/10/2020,san_mateo_county,CA,USA,https://www.smchealth.org/post/news-you-need,Taylor,Will last 30 days at which point they will determine to extend it,
68,SD,3/16/2020,,san_mateo_county,CA,USA,https://www.smchealth.org/post/news-you-need,Taylor,,
70,GS_250,3/13/2020,4/3/2020,san_mateo_county,CA,USA,https://www.smchealth.org/post/news-you-need,Taylor,,
71,GS_50,3/15/2020,4/6/2020,san_mateo_county,CA,USA,https://www.smchealth.org/post/news-you-need,Taylor,,
214,TR_China,2/3/2020,,san_mateo_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
349,HE,1/26/2020,,san_mateo_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-001.aspx,Isra,Virus prevention education published in response to early cases in CA,
352,SOE,3/2/2020,,san_mateo_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-009.aspx,Isra,CA Governor requests money from the Disaster Response Emergency Operations Account to fight COVID-19,
354,SOE,3/4/2020,,san_mateo_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,CA Governor declares state of emergency,
355,PL,3/4/2020,,san_mateo_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,Paid leave policies put in place,
356,SDO,3/9/2020,,san_mateo_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-016.aspx,Isra,Social distancing for vulnerable/at-risk populations,
358,GS_250,3/13/2020,,san_mateo_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-021.aspx,Isra,"Applies to gambling venues, theme parks, theaters",
359,PC,3/13/2020,,san_mateo_county,CA,USA,https://www.cde.ca.gov/ls/he/hn/distancelearning.asp,Isra,Guidelines for physical closures of schools,
360,CPV,3/16/2020,,san_mateo_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-024.aspx,Isra,Restrict dine-in options for restaurants/bars,
361,SD,3/19/2020,4/7/2020,san_mateo_county,CA,USA,https://time.com/5806477/what-is-shelter-in-place/,Isra,"State-wide issue of ""stay at home"" order",
362,NESC,3/19/2020,,san_mateo_county,CA,USA,https://www.mercurynews.com/2020/03/20/coronavirus-california-stay-home-order-local-bay-area-covid-19-rules/,Isra,Non-essential services closed,
75,SOE,3/11/2020,,santa_clara_county,CA,USA,https://www.santaclaraca.gov/i-want-to/stay-informed/current-topics/coronavirus-updates,Taylor,,
76,NESC,3/17/2020,,santa_clara_county,CA,USA,https://www.sccgov.org/sites/phd/news/Pages/press-release-03-16-20.aspx,Taylor,,
77,SD,3/17/2020,,santa_clara_county,CA,USA,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/order-health-officer-031620.aspx,Taylor,,
78,PC,3/16/2020,4/3/2020,santa_clara_county,CA,USA,https://www.santaclarausd.org/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=10&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=5881&PageID=9,Taylor,,
81,CPV,3/20/2020,,santa_clara_county,CA,USA,https://www.santaclaraca.gov/i-want-to/stay-informed/current-topics/coronavirus-updates,Taylor,All city playgrounds closed,
82,GS_100,3/14/2020,4/4/2020,santa_clara_county,CA,USA,https://www.santaclaraca.gov/i-want-to/stay-informed/current-topics/coronavirus-updates,Taylor,,
83,GS_1000,3/11/2020,3/31/2020,santa_clara_county,CA,USA,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/order-health-officer-03092020.aspx,Taylor,,
84,SDO,3/5/2020,,santa_clara_county,CA,USA,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/order-health-officer-03092020.aspx,Taylor,Recommendation that persons at higher risk of severe illness should stay home and away from crowded social gatherings,
85,HE,3/1/2020,,santa_clara_county,CA,USA,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/order-health-officer-03092020.aspx,Taylor,County issues health recommendations for prevention,
86,CI,1/28/2020,,santa_clara_county,CA,USA,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/known-cases-of-coronavirus.aspx,Taylor,"Adult male who had traveled to Wuhan, China and had been self-isolating at home",
214,TR_China,2/3/2020,,santa_clara_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
349,HE,1/26/2020,,santa_clara_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-001.aspx,Isra,Virus prevention education published in response to early cases in CA,
352,SOE,3/2/2020,,santa_clara_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-009.aspx,Isra,CA Governor requests money from the Disaster Response Emergency Operations Account to fight COVID-19,
354,SOE,3/4/2020,,santa_clara_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,CA Governor declares state of emergency,
355,PL,3/4/2020,,santa_clara_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,Paid leave policies put in place,
356,SDO,3/9/2020,,santa_clara_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-016.aspx,Isra,Social distancing for vulnerable/at-risk populations,
358,GS_250,3/13/2020,,santa_clara_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-021.aspx,Isra,"Applies to gambling venues, theme parks, theaters",
359,PC,3/13/2020,,santa_clara_county,CA,USA,https://www.cde.ca.gov/ls/he/hn/distancelearning.asp,Isra,Guidelines for physical closures of schools,
360,CPV,3/16/2020,,santa_clara_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-024.aspx,Isra,Restrict dine-in options for restaurants/bars,
361,SD,3/19/2020,4/7/2020,santa_clara_county,CA,USA,https://time.com/5806477/what-is-shelter-in-place/,Isra,"State-wide issue of ""stay at home"" order",
362,NESC,3/19/2020,,santa_clara_county,CA,USA,https://www.mercurynews.com/2020/03/20/coronavirus-california-stay-home-order-local-bay-area-covid-19-rules/,Isra,Non-essential services closed,
601,SOE,3/4/2020,,snohomish_county,WA,USA,https://snohomishcountywa.gov/CivicAlerts.aspx?AID=1770,Amanda,,
615,GS,3/17/2020,,snohomish_county,WA,USA,http://www.snohd.org/CivicAlerts.aspx?AID=296,Amanda,Restrictions on who can attend and what requirements need to be met for gatherings under 50 persons,
618,PC,3/17/2020,4/24/2020,snohomish_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-announces-school-closures-king-snohomish-and-pierce%C2%A0counties,Amanda,All public and private K-12 schools closed,
625,SD,3/20/2020,,snohomish_county,WA,USA,https://everettwa.gov/2561/COVID-19,Amanda,Applies specifically to the City of Everett - Mayor directs residents to only leave for essential services,
214,TR_China,2/3/2020,,snohomish_county,WA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
263,CI,1/21/2020,,snohomish_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1068/Case-of-2019-novel-coronavirus-confirmed-in-Washington-state-resident,Sydney,"First case of Covid-19 in Washington and in USA, man in his 30s travedl from Wuhan before federal officials began screening travelers from Wuhan",
265,HQ,1/22/2020,,snohomish_county,WA,USA,https://www.snohd.org/CivicAlerts.aspx?AID=244,Sydney,Washington State identified 16 close contacts of first case and is working with airlines and state health departments to notify passengers,
266,HE,1/24/2020,,snohomish_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1075/Update-on-statewide-response-to-2019-novel-coronavirus-contact-investigation-continues-20-010,Sydney,list steps to take to reduce risk of virus,
268,HQ,2/4/2020,,snohomish_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1084/Washington-State-Stands-Ready-to-Isolate-and-Quarantine-Travelers-from-China,Sydney,travelers without symptoms of Covid-19 who have been to Hubei in past 14 days willl be placed on quarantine,
269,PTQS,2/5/2020,,snohomish_county,WA,USA,https://komonews.com/news/local/north-bend-fire-training-facility-to-be-used-as-coronavirus-quarantine-site,Sydney,Washington State Patrol's Fire Training Academy designated as quarantine site for travelers from Hubei Province,
270,PTQS,2/7/2020,,snohomish_county,WA,USA,https://www.kiro7.com/home/shoreline-location-could-be-possible-quarantine-site-travelers-exposed-coronavirus/KG3RHQCF7JARTHFVTPJDSPHEF4/,Sydney,state-owned property behind Washington State Public Health laboratory in Shoreline becomes latest quarantine site for travelers from Hubei Province,
273,SOE,2/29/2020,,snohomish_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-issues-covid-19-emergency-proclamation,Sydney,Washington state declares state of emergency,
274,HQ,2/29/2020,,snohomish_county,WA,USA,https://www.khq.com/top_story/kirkland-firefighters-under-quarantine-after-coming-in-contact-with-coronavirus/article_067c68e4-5b75-11ea-84ed-53d7e007032c.html,Sydney,25 kirkland firefighters and 2 police officers undder quarantine after outbreak at LIfe Care Center,
276,PC,3/2/2020,3/3/2020,snohomish_county,WA,USA,https://www.bellevuereporter.com/news/lwtech-students-may-have-been-exposed-to-coronavirus/,Sydney,"public college in Kirkland, Lake Washington Institute of Technology, closed school to disinfect after some students visited lifecenter in Kirkland",
