fips,county,state,npi,start_date,end_date,citation,note,re-opening_note,re-opening_citation
9007,Middlesex,Connecticut,gathering_size_10_0,3/26/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf?la=en,5 people max ended 6/1 goes to 10 people max indoors,,
9007,Middlesex,Connecticut,gathering_size_100_26,3/16/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,,,
9007,Middlesex,Connecticut,gathering_size_25_11,,,,,,
9007,Middlesex,Connecticut,gathering_size_500_101,3/12/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9007,Middlesex,Connecticut,lockdown,,,,,,
9007,Middlesex,Connecticut,non-essential_services_closure,3/23/2020,5/20/2020,https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Business-Exemptions-for-Coronavirus, ,,
9007,Middlesex,Connecticut,religious_gatherings_banned,3/16/2020,6/1/2020,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,can reopen limited to 20% capacity allowed capacity above generalized gathering size max,,
9007,Middlesex,Connecticut,school closure,3/15/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,closed for the rest of the school year,,
9007,Middlesex,Connecticut,shelter_in_place,3/20/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,,,
9007,Middlesex,Connecticut,social_distancing,3/16/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9009,New Haven,Connecticut,closing_of_public_venues,3/16/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,open for outdoor dining,,
9009,New Haven,Connecticut,gathering_size_10_0,3/26/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf?la=en,5 people max ended 6/1 goes to 10 people max indoors,,
9009,New Haven,Connecticut,gathering_size_100_26,3/16/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,,,
9009,New Haven,Connecticut,gathering_size_25_11,,,,,,
9009,New Haven,Connecticut,gathering_size_500_101,3/12/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9009,New Haven,Connecticut,lockdown,,,,,,
9009,New Haven,Connecticut,non-essential_services_closure,3/23/2020,5/20/2020,https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Business-Exemptions-for-Coronavirus, ,,
9009,New Haven,Connecticut,religious_gatherings_banned,3/16/2020,6/1/2020,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,can reopen limited to 20% capacity allowed capacity above generalized gathering size max,,
9009,New Haven,Connecticut,school closure,3/15/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,closed for the rest of the school year,,
9009,New Haven,Connecticut,shelter_in_place,3/20/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,,,
9009,New Haven,Connecticut,social_distancing,3/16/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9011,New London,Connecticut,closing_of_public_venues,3/16/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,open for outdoor dining,,
9011,New London,Connecticut,gathering_size_10_0,3/26/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf?la=en,5 people max ended 6/1 goes to 10 people max indoors,,
9011,New London,Connecticut,gathering_size_100_26,3/16/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,,,
9011,New London,Connecticut,gathering_size_25_11,,,,,,
9011,New London,Connecticut,gathering_size_500_101,3/12/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9011,New London,Connecticut,lockdown,,,,,,
9011,New London,Connecticut,non-essential_services_closure,3/23/2020,5/20/2020,https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Business-Exemptions-for-Coronavirus, ,,
9011,New London,Connecticut,religious_gatherings_banned,3/16/2020,6/1/2020,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,can reopen limited to 20% capacity allowed capacity above generalized gathering size max,,
9011,New London,Connecticut,school closure,3/15/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,closed for the rest of the school year,,
9011,New London,Connecticut,shelter_in_place,3/20/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,,,
9011,New London,Connecticut,social_distancing,3/16/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9013,Tolland,Connecticut,closing_of_public_venues,3/16/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,open for outdoor dining,,
9013,Tolland,Connecticut,gathering_size_10_0,3/26/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf?la=en,5 people max ended 6/1 goes to 10 people max indoors,,
9013,Tolland,Connecticut,gathering_size_100_26,3/16/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,,,
9013,Tolland,Connecticut,gathering_size_25_11,,,,,,
9013,Tolland,Connecticut,gathering_size_500_101,3/12/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9013,Tolland,Connecticut,lockdown,,,,,,
9013,Tolland,Connecticut,non-essential_services_closure,3/23/2020,5/20/2020,https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Business-Exemptions-for-Coronavirus, ,,
9013,Tolland,Connecticut,religious_gatherings_banned,3/16/2020,6/1/2020,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,can reopen limited to 20% capacity allowed capacity above generalized gathering size max,,
9013,Tolland,Connecticut,school closure,3/15/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,closed for the rest of the school year,,
9013,Tolland,Connecticut,shelter_in_place,3/20/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,,,
9013,Tolland,Connecticut,social_distancing,3/16/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9015,Windham,Connecticut,closing_of_public_venues,3/16/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,open for outdoor dining,,
9015,Windham,Connecticut,gathering_size_10_0,3/26/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7N.pdf?la=en,5 people max ended 6/1 goes to 10 people max indoors,,
9015,Windham,Connecticut,gathering_size_100_26,3/16/2020,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,,,
9015,Windham,Connecticut,gathering_size_25_11,,,,,,
9015,Windham,Connecticut,gathering_size_500_101,3/12/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
9015,Windham,Connecticut,lockdown,,,,,,
9015,Windham,Connecticut,non-essential_services_closure,3/23/2020,5/20/2020,https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Business-Exemptions-for-Coronavirus, ,,
9015,Windham,Connecticut,religious_gatherings_banned,3/16/2020,6/1/2020,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,can reopen limited to 20% capacity allowed capacity above generalized gathering size max,,
9015,Windham,Connecticut,school closure,3/15/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,closed for the rest of the school year,,
9015,Windham,Connecticut,shelter_in_place,3/20/2020,5/20/2020,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,,,
9015,Windham,Connecticut,social_distancing,3/16/2020,,https://portal.ct.gov//media/OfficeoftheGovernor/ExecutiveOrders/LamontExecutiveOrders/ExecutiveOrderNo7L.pdf,-,,
10001,Kent,Delaware,closing_of_public_venues,3/16/2020,6/1/2020,https://governor.delaware.gov/health-soe/second-state-of-emergency/, ,,
10001,Kent,Delaware,gathering_size_10_0,3/22/2020,6/15/2020,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fifth-Modification-to-State-of-Emergency-03222020.pdf,Family only; 10 people limit for indoors startign 6/1; set to expire 6/15,,
10001,Kent,Delaware,gathering_size_100_26,3/18/2020,,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fourth-Modification-to-State-of-Emergency-03222020.pdf,50 people limit,,
10001,Kent,Delaware,gathering_size_25_11,,,,,,
10001,Kent,Delaware,gathering_size_500_101,,,,,,
10001,Kent,Delaware,lockdown,,,,,,
10001,Kent,Delaware,non-essential_services_closure,3/24/2020,6/1/2020,https://news.delaware.gov/2020/03/22/governorcarneyissuesstayathomeorderfordelawareans/,-,,
10001,Kent,Delaware,religious_gatherings_banned,,,,,,
10001,Kent,Delaware,school closure,3/23/2020,,https://news.delaware.gov/2020/03/23/governor-carney-closes-delaware-schools-through-may-15/,closed for the rest of the school year,,
10001,Kent,Delaware,shelter_in_place,3/24/2020,6/1/2020,https://governor.delaware.gov/wpcontent/uploads/sites/24/2020/03/FifthModificationtoStateofEmergency03222020.pdf,-,,
10001,Kent,Delaware,social_distancing,,,,,,
10003,New Castle,Delaware,closing_of_public_venues,3/16/2020,6/1/2020,https://governor.delaware.gov/health-soe/second-state-of-emergency/, ,,
10003,New Castle,Delaware,gathering_size_10_0,3/22/2020,6/15/2020,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fifth-Modification-to-State-of-Emergency-03222020.pdf,Family only; 10 people limit for indoors startign 6/1; set to expire 6/15,,
10003,New Castle,Delaware,gathering_size_100_26,3/18/2020,,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fourth-Modification-to-State-of-Emergency-03222020.pdf,50 people limit,,
10003,New Castle,Delaware,gathering_size_25_11,,,,,,
10003,New Castle,Delaware,gathering_size_500_101,,,,,,
10003,New Castle,Delaware,lockdown,,,,,,
10003,New Castle,Delaware,non-essential_services_closure,3/24/2020,6/1/2020,https://news.delaware.gov/2020/03/22/governorcarneyissuesstayathomeorderfordelawareans/,-,,
10003,New Castle,Delaware,religious_gatherings_banned,,,,,,
10003,New Castle,Delaware,school closure,3/23/2020,,https://news.delaware.gov/2020/03/23/governor-carney-closes-delaware-schools-through-may-15/,closed for the rest of the school year,,
10003,New Castle,Delaware,shelter_in_place,3/24/2020,6/1/2020,https://governor.delaware.gov/wpcontent/uploads/sites/24/2020/03/FifthModificationtoStateofEmergency03222020.pdf,-,,
10003,New Castle,Delaware,social_distancing,,,,,,
10005,Sussex,Delaware,closing_of_public_venues,3/16/2020,6/1/2020,https://governor.delaware.gov/health-soe/second-state-of-emergency/, ,,
10005,Sussex,Delaware,gathering_size_10_0,3/22/2020,6/15/2020,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fifth-Modification-to-State-of-Emergency-03222020.pdf,Family only; 10 people limit for indoors startign 6/1; set to expire 6/15,,
10005,Sussex,Delaware,gathering_size_100_26,3/18/2020,,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fourth-Modification-to-State-of-Emergency-03222020.pdf,50 people limit,,
10005,Sussex,Delaware,gathering_size_25_11,,,,,,
10005,Sussex,Delaware,gathering_size_500_101,,,,,,
10005,Sussex,Delaware,lockdown,,,,,,
10005,Sussex,Delaware,non-essential_services_closure,3/24/2020,6/1/2020,https://news.delaware.gov/2020/03/22/governorcarneyissuesstayathomeorderfordelawareans/,-,,
10005,Sussex,Delaware,religious_gatherings_banned,,,,,,
10005,Sussex,Delaware,school closure,3/23/2020,,https://news.delaware.gov/2020/03/23/governor-carney-closes-delaware-schools-through-may-15/,closed for the rest of the school year,,
10005,Sussex,Delaware,shelter_in_place,3/24/2020,6/1/2020,https://governor.delaware.gov/wpcontent/uploads/sites/24/2020/03/FifthModificationtoStateofEmergency03222020.pdf,-,,
10005,Sussex,Delaware,social_distancing,,,,,,
11,District of Columbia,District of Columbia,closing_of_public_venues,3/16/2020,5/29/2020,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MOProhibitiononMassGatheringsDuringPublicHealthEmergency.pdf,resetaurants can open as part of phase 1 with restrictions,,https://coronavirus.dc.gov/phaseone
11,District of Columbia,District of Columbia,gathering_size_10_0,3/25/2020,,https://coronavirus.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020053%20Closure%20of%20NonEssential%20Businesses%20and%20Prohibiti....pdf,still at a max gathering of 10,,https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/MO2020-067.pdf
11,District of Columbia,District of Columbia,gathering_size_100_26,3/16/2020,,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MOProhibitiononMassGatheringsDuringPublicHealthEmergency.pdf,,,
11,District of Columbia,District of Columbia,gathering_size_25_11,,,,,,
11,District of Columbia,District of Columbia,gathering_size_500_101,,,,,,
11,District of Columbia,District of Columbia,lockdown,,,,,,
11,District of Columbia,District of Columbia,non-essential_services_closure,3/25/2020,5/29/2020,https://coronavirus.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020053%20Closure%20of%20NonEssential%20Businesses%20and%20Prohibiti....pdf,,,
11,District of Columbia,District of Columbia,religious_gatherings_banned,3/25/2020,,https://coronavirus.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020053%20Closure%20of%20NonEssential%20Businesses%20and%20Prohibiti....pdf,implicit via gathering size <10 restriction,,
11,District of Columbia,District of Columbia,school closure,3/16/2020,,https://dcps.dc.gov/page/schoolemergenciesdelaysandclosures,still closed as part of phase 1 assumed to be closed for remainder of school year,,https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/COVID-19_DC_Health_Guidance_For-Schools-Reopening-FINAL_05252020.pdf
11,District of Columbia,District of Columbia,shelter_in_place,4/1/2020,5/29/2020,https://coronavirus.dc.gov/release/mayorbowserissuesstayhomeorder,,,https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/MO2020-067.pdf
11,District of Columbia,District of Columbia,social_distancing,3/13/2020,,https://www.dcpolicycenter.org/publications/covid19timeline/,,,
23001,Androscoggin,Maine,closing_of_public_venues,3/18/2020,6/1/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,bars/restaraunts allowed take - out/no dine in; June 1st switch to outdoor dining allowed in most counties,,
23001,Androscoggin,Maine,gathering_size_10_0,3/18/2020,6/1/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,max 10 (must maintain social distance) ,,
23001,Androscoggin,Maine,gathering_size_100_26,6/1/2020,,https://www.maine.gov/governor/mills/news/governor-mills-issues-executive-order-allowing-easing-restrictions-restarting-maine-plan,3/15/20 gov. strongly recommend restricting gatherings max 50 https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond; officially required 6/1/2020 50 max capaciy,,
23001,Androscoggin,Maine,gathering_size_25_11,,,,,,
23001,Androscoggin,Maine,gathering_size_500_101,,,,*3/12/20 recommendation to limit gatherings to 250 (not an order) https://www.maine.gov/governor/mills/news/governor-mills-maine-cdc-announce-first-presumptive-positive-case-and-additional-steps-respond,,
23001,Androscoggin,Maine,lockdown,,,,4/3/20 mandatory 14 quarantine for travellers arriving to Maine https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Establishing%20Quarantine%20Restrictions%20On%20Travelers%20Arriving%20in%20Maine.pdf,,
23001,Androscoggin,Maine,non-essential_services_closure,3/25/2020,6/1/2020,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official order; on 3/18/20 strong recommendatio to close https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,,
23001,Androscoggin,Maine,religious_gatherings_banned,3/18/2020,5/29/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,no gathering of more than 10 (must maintain social distance); allowed with 50 person max starting 5/29,,
23001,Androscoggin,Maine,school closure,4/2/2020,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/CORRECTED_An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations.pdf,*this is the only official order signifying school closures; on 3/15/20 gov. strongly recommends https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond; closed for remainder of school year,,
23001,Androscoggin,Maine,shelter_in_place,4/2/2020,6/1/2020,https://www.maine.gov/governor/mills/news/governormillsissuesstayhealthyhomemandate20200331,,,
23001,Androscoggin,Maine,social_distancing,3/25/2020,,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official physical distance regulations in EO ,,
23005,Cumberland,Maine,closing_of_public_venues,3/16/2020,,http://cumberlandcounty.org/DocumentCenter/View/5455/AmendedCountyEmergencyDeclarationdocx,appears to now be following state reopenign regulations,,
23005,Cumberland,Maine,gathering_size_10_0,3/18/2020,6/1/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,max 10 (must maintain social distance) ,,
23005,Cumberland,Maine,gathering_size_100_26,6/1/2020,,https://www.maine.gov/governor/mills/news/governor-mills-issues-executive-order-allowing-easing-restrictions-restarting-maine-plan,3/15/20 gov. strongly recommend restricting gatherings max 50 https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond; officially required 6/1/2020 50 max capaciy,,
23005,Cumberland,Maine,gathering_size_25_11,,,,,,
23005,Cumberland,Maine,gathering_size_500_101,,,,*3/12/20 recommendation to limit gatherings to 250 (not an order) https://www.maine.gov/governor/mills/news/governor-mills-maine-cdc-announce-first-presumptive-positive-case-and-additional-steps-respond,,
23005,Cumberland,Maine,lockdown,,,,4/3/20 mandatory 14 quarantine for travellers arriving to Maine https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Establishing%20Quarantine%20Restrictions%20On%20Travelers%20Arriving%20in%20Maine.pdf,,
23005,Cumberland,Maine,non-essential_services_closure,3/25/2020,6/1/2020,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official order; on 3/18/20 strong recommendatio to close https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,,
23005,Cumberland,Maine,religious_gatherings_banned,3/18/2020,5/29/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,no gathering of more than 10 (must maintain social distance); allowed with 50 person max starting 5/29,,
23005,Cumberland,Maine,school closure,4/2/2020,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/CORRECTED_An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations.pdf,*this is the only official order signifying school closures; on 3/15/20 gov. strongly recommends https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond; closed for remainder of school year,,
23005,Cumberland,Maine,shelter_in_place,4/1/2020,,http://cumberlandcounty.org/DocumentCenter/View/5455/AmendedCountyEmergencyDeclarationdocx,-,,
23005,Cumberland,Maine,social_distancing,3/25/2020,,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official physical distance regulations in EO ,,
23031,York,Maine,closing_of_public_venues,3/18/2020,6/1/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,bars/restaraunts allowed take - out/no dine in; June 1st switch to outdoor dining allowed in most counties,,
23031,York,Maine,gathering_size_10_0,3/18/2020,6/1/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,max 10 (must maintain social distance) ,,
23031,York,Maine,gathering_size_100_26,6/1/2020,,https://www.maine.gov/governor/mills/news/governor-mills-issues-executive-order-allowing-easing-restrictions-restarting-maine-plan,3/15/20 gov. strongly recommend restricting gatherings max 50 https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond; officially required 6/1/2020 50 max capaciy,,
23031,York,Maine,gathering_size_25_11,,,,,,
23031,York,Maine,gathering_size_500_101,,,,*3/12/20 recommendation to limit gatherings to 250 (not an order) https://www.maine.gov/governor/mills/news/governor-mills-maine-cdc-announce-first-presumptive-positive-case-and-additional-steps-respond,,
23031,York,Maine,lockdown,,,,4/3/20 mandatory 14 quarantine for travellers arriving to Maine https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Establishing%20Quarantine%20Restrictions%20On%20Travelers%20Arriving%20in%20Maine.pdf,,
23031,York,Maine,non-essential_services_closure,3/25/2020,6/1/2020,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official order; on 3/18/20 strong recommendatio to close https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,,
23031,York,Maine,religious_gatherings_banned,3/18/2020,5/29/2020,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/Executive%20Order%20to%20Protect%20Public%20Health%20.pdf,no gathering of more than 10 (must maintain social distance); allowed with 50 person max starting 5/29,,
23031,York,Maine,school closure,4/2/2020,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inlinefiles/CORRECTED_An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations.pdf,*this is the only official order signifying school closures; on 3/15/20 gov. strongly recommends https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond; closed for remainder of school year,,
23031,York,Maine,shelter_in_place,4/2/2020,6/1/2020,https://www.maine.gov/governor/mills/news/governormillsissuesstayhealthyhomemandate20200331,,,
23031,York,Maine,social_distancing,3/25/2020,,https://www.maine.gov/governor/mills/news/governormillsordersfurtherstepsprotectpublichealth20200324,official physical distance regulations in EO ,,
24003,Anne Arundel,Maryland,closing_of_public_venues,3/16/2020,5/29/2020,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,can reopen for outdoor dining,,
24003,Anne Arundel,Maryland,gathering_size_10_0,3/19/2020,,https://governor.maryland.gov/2020/03/19/governor-hogan-announces-further-actions-to-slow-the-spread-of-covid-19-relaunches-maryland-unites-initiative/,max 10 ,,
24003,Anne Arundel,Maryland,gathering_size_100_26,3/16/2020,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,limit 50,,
24003,Anne Arundel,Maryland,gathering_size_25_11,,,,,,
24003,Anne Arundel,Maryland,gathering_size_500_101,,,,,,
24003,Anne Arundel,Maryland,lockdown,,,,,,
24003,Anne Arundel,Maryland,non-essential_services_closure,3/23/2020,5/15/2020,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-THIRD-AMENDED-3.23.20.pdf,retail stores can open at 50% capacity,,
24003,Anne Arundel,Maryland,religious_gatherings_banned,3/19/2020,5/15/2020,https://governor.maryland.gov/wpcontent/uploads/2020/03/AmendingGatherings.pdf,implied based on gather of 10 max order made extra clear on 3/30/20 order https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf; starting 5/15 can hold services at 50% capacity,,
24003,Anne Arundel,Maryland,school closure,3/16/2020,,https://news.maryland.gov/msde/state-superintendent-salmon-announces-temporary-closure-of-maryland-public-schools/,schools closed for remainder of school year,,
24003,Anne Arundel,Maryland,shelter_in_place,3/30/2020,5/15/2020,https://governor.maryland.gov/2020/03/30/ascovid19crisisescalatesincapitalregiongovernorhoganissuesstayathomeordereffectivetonight/,certain groups advised to still stay at home but official order lifted,,
24003,Anne Arundel,Maryland,social_distancing,,,,,,
24005,Baltimore,Maryland,closing_of_public_venues,3/16/2020,5/29/2020,https://www.bcps.org/status/,can reopen for outdoor dining,,https://www.baltimorecountymd.gov/News/BaltimoreCountyNow?from=10&to=12
24005,Baltimore,Maryland,gathering_size_10_0,3/19/2020,,https://governor.maryland.gov/2020/03/19/governor-hogan-announces-further-actions-to-slow-the-spread-of-covid-19-relaunches-maryland-unites-initiative/,max 10 ,,
24005,Baltimore,Maryland,gathering_size_100_26,3/16/2020,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,limit 50,,
24005,Baltimore,Maryland,gathering_size_25_11,,,,,,
24005,Baltimore,Maryland,gathering_size_500_101,3/12/2020,,https://health.baltimorecity.gov/sites/default/files/COVID-19_EventGuidance2.pdf,,,
24005,Baltimore,Maryland,lockdown,,,,,,
